,Unnamed: 0,id,price,heading,link,make,model,odometer_km,year,colour,location,engine_power_max_kW,engine_size_l,engine_fuel_type,engine_fuel_tank_l,engine_transmission,performace_0_to_100_s,performace_speed_max_kmph,economy_fuel_consumption_lpkm,economy_fuel_range_km,economy_CO2_gpkm,safety_ABS,safety_EBD,safety_brake_assist,safety_driver_airbag,safety_passenger_airbag,safety_airbag_quantity,features_bluetooth,features_aircon,specs_doors,specs_seats,specs_kerb_weight,history_num_owners,options,description,img_link
137,500,500,99995.0,2012 Ford Figo 1.4 Ambiente for sale in Western Cape,www.cars.co.za/for-sale/used/2012-Ford-Figo-1.4-Ambiente-Western-Cape-Wynberg/5394205/,ford,ford figo,38500.0,2012.0,grey,western cape,62.0,1.4,p,45.0,m,13.1,169.0,6.6,682.0,156.0,True,True,False,True,True,2.0,False,True,5.0,5.0,1070.0,,"
ABS Brakes,Air Conditioning,Airbags,Alarm,Central Locking,Front Wheel Drive,Full Service History,Power Steering,Radio/CD ","This low kilometer hatch back offers great value with brilliant fuel efficiency and comfort. If you're in the market for an affordable hatch, hurry this one won't be around long!2 year Prestige unlimited kilometres extended warranties and finance available at all major banks. Trade ins welcome. Buy with confidence at a Blue Chip dealer @www.DrivingForce.bizContact: Glenn 0827795266 Brent 0828728100 o/h 021 7616757",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5394205.jpg?v=961494137
138,501,501,99995.0,2011 Volkswagen Polo Vivo 1.4 5Dr for sale in Western Cape,www.cars.co.za/for-sale/used/2011-Volkswagen-Polo-Vivo-1.4-5Dr-Western-Cape-Wynberg/5402929/,volkswagen,volkswagen polo vivo,94768.0,2011.0,black,western cape,55.0,1.4,p,45.0,m,12.9,171.0,6.2,726.0,147.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1049.0,,"
Air Conditioning,Airbags,Alarm,Alloy Wheels,Bluetooth Ready,Central Locking,Drink Holder,Manual,Power Steering,Radio/CD  ","Great Condition, A very popular hatch back in the South African market, safe, reliable, econimical , practical and sporty. If you're in the market for a value for money low mileage Polo, look no further, thsi one is for you. Get down to our showroom now to view and test drive.2yr Prestige unlimited kilometre extended warranties and Finance available at all major banks. Trade ins welcome. Buy with confidence at a Blue Chip Dealer @ www.DrivingForce.biz Contact: Glenn 0827795266 Brent 0828728100 Danny 0824254253 o/h 0217616757Driving Force360 Main Road, Wynberg021 761 6757www.drivingforce.bizProudly a member of the Blue Chip Group! Buy with Confidence",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5402929.jpg?v=4253809059
139,503,503,99995.0,2013 Ford Figo 1.4 Ambiente for sale in Western Cape,www.cars.co.za/for-sale/used/2013-Ford-Figo-1.4-Ambiente-Western-Cape-Parow/5412335/,ford,ford figo,136728.0,2013.0,charcoal,western cape,62.0,1.4,p,45.0,m,13.1,169.0,6.6,682.0,156.0,True,True,False,True,True,2.0,False,True,5.0,5.0,1070.0,,"
-
","Estimated monthly payment is R 2 050 over 60 months with a 10% deposit of R 10 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5412335.jpg?v=2291088273
140,505,505,99995.0,2012 Kia Picanto 1.0 Lx for sale in Western Cape,www.cars.co.za/for-sale/used/2012-Kia-Picanto-1.0-Lx-Western-Cape-Cape-Town/5420767/,kia,kia picanto,99200.0,2012.0,silver,western cape,51.0,1.0,p,35.0,m,14.0,155.0,4.9,714.0,117.0,False,False,False,True,True,2.0,False,True,5.0,5.0,940.0,,"
ABS Brakes,Air Conditioning,Airbags,Alarm,Central Locking,Electric Windows,Manual,Power Steering ","BLACK NOVEMBER SPECIAL!!! R 89995BARGAIN BARGAIN BARGAIN! This little car has everything you need and is super economical.Gets a whopping 100km on just 4.9 litres of fuel.With JUST over 100 000km on the clock she has alot to offer.Service Hisory availableRoadworthy ApprovedIdeal for a student or a young professional.ON PROMOTION only at Liebenberg Auto until 31 October 2019WORLD CUP HATCH/SEDAN SPECIAL!!R 5000 off the selling price - this month only...Warranties, Scratch & Dent and many other products available Speak to our F&I today",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5420767.jpg?v=3369830586
141,506,506,99995.0,2013 Kia Picanto 1.0 Lx for sale in Western Cape,www.cars.co.za/for-sale/used/2013-Kia-Picanto-1.0-Lx-Western-Cape-Goodwood/5447842/,kia,kia picanto,98922.0,2013.0,black,western cape,51.0,1.0,p,35.0,m,14.0,155.0,4.9,714.0,117.0,False,False,False,True,True,2.0,False,True,5.0,5.0,940.0,,"
-
","THIS BLACK BEAUTY INCLUDES* PRE-OWNED *SPARE KEYS *FSH*AIRCON*POWER STEERING *ELECTRIC WINDOWS *CENTRAL LOCKING *ALARM AWESOME LITTLE CAR AND LIGHT ON FUEL . Finance Available and Finance RequirementsMUST NOT BE BLACKLISTED OR UNDER DEBT REVIEWTo Apply for Finance, Please Bring the Following Documents or Email the following to info@barclayauto.co.za3 x Payslips3 Month Bank StatementsCopy if IDDriver’s License (if you have)Proof of AddressFinance arranged within 24 hours subject to credit profile and affordability!!!Contact us on O2I 592-7SO3Or Visit Us at205 Voortrekker RoadVascoGoodwoodOpposite Vasco Train StationTrading Hours:Mon-Thurs 8:30am until 6pmFri 8:30am until 12pm, Reopen: 1:45pm until 6pmSat 8:30am until 3pmSunday and Public Holidays CLOSED",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5447842.jpg?v=912429294
142,507,507,99995.0,2012 Volkswagen Polo Vivo 1.4 5Dr for sale in Western Cape,www.cars.co.za/for-sale/used/2012-Volkswagen-Polo-Vivo-1.4-5Dr-Western-Cape-Vredenburg/5450030/,volkswagen,volkswagen polo vivo,157764.0,2012.0,silver,western cape,55.0,1.4,p,45.0,m,12.9,171.0,6.2,726.0,147.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1049.0,,"
-
",,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5450030.jpg?v=1343038295
143,508,508,99995.0,2011 Volkswagen Polo Vivo Volkswagen Polo Vivo 1.4 for sale in Western Cape,www.cars.co.za/for-sale/used/2011-Volkswagen-Polo-Vivo-Volkswagen-Polo-Vivo-1.4-Western-Cape-Bellville/5455660/,volkswagen,volkswagen polo vivo,118534.0,2011.0,silver ,western cape,55.0,1.4,p,45.0,m,12.9,171.0,6.2,726.0,147.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1049.0,,"
ABS, Aircon, Alarm, Radio, Full service record ","ABS Brakes,Air Conditioning,Alarm,Alloy Wheels,Central Locking,Full Service History,Power SteeringBUSINESS HOURS:MON – FRI: 08:00 – 17:00SATURDAY: 09:00 – 13:00Email: gert@cheapercars.co.zaWebsite: www.cheapercars.co.zaWe do FINANCE - Requirements for finance application are:* Three months bank statements* Latest payslip* Copy of ID* Copy of Drivers Licence* Proof of addressWe welcome trade insIF YOU LIKE THIS ONE, CONTACT US TODAY!021 949 3394, 083 7099 516",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5455660.jpg?v=23478457
144,509,509,99995.0,2013 Volkswagen Polo Vivo 1.4 Blueline 5Dr for sale in Western Cape,www.cars.co.za/for-sale/used/2013-Volkswagen-Polo-Vivo-1.4-Blueline-5Dr-Western-Cape-Paarl/5456382/,volkswagen,volkswagen polo vivo,149000.0,2013.0,silver,western cape,55.0,1.4,p,45.0,m,13.6,170.0,5.4,833.0,138.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1058.0,,"
Air Conditioner, Alarm/Immobiliser, Alloy Wheels, Bluetooth, Central Locking, Metallic Paint, Power Steering, Radio CD, Service History. Optional
5 in 1
smash and grab
warranty extension
service plan extension
ccv
insurance can be arrang
80 Point check done on vehicle
roadworthy done on vehicle
finance can be arranged
trade-ins welcome
1 of VW Golden circle mastercars departments winners ","Estimated monthly payment is R 2 050 over 60 months with a 10% deposit of R 10 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",
145,510,510,100000.0,2012 Volkswagen Polo Vivo 1.6 5Dr for sale in Western Cape,www.cars.co.za/for-sale/used/2012-Volkswagen-Polo-Vivo-1.6-5Dr-Western-Cape-Hermanus/5374445/,volkswagen,volkswagen polo vivo,91045.0,2012.0,black,western cape,77.0,1.6,p,45.0,m,10.6,187.0,6.6,682.0,156.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1049.0,,"
-
",,https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5374445.jpg?v=808192771
146,511,511,104900.0,2016 Kia Picanto 1.0 LS Manual for sale in Western Cape,www.cars.co.za/for-sale/used/2016-Kia-Picanto-1.0-LS-Manual-Western-Cape-Milnerton/5389727/,kia,kia picanto,52500.0,2016.0,silver,western cape,51.0,1.0,p,35.0,m,14.0,155.0,4.9,714.0,117.0,False,False,False,True,False,1.0,False,True,5.0,5.0,940.0,,"
-
","We are so confident in the quality of this car, we offer a 7-day/700km return policy; Vehicle features include: Warranty: 13 MAY 2021 or Unlimited / Last Service: 4 April 2019 on 44 841km / Auxiliary / 14” Tyres // getWorth certified; finance available; nationwide delivery; Trade-ins welcome; price excludes service & delivery fee; please make an appointment to view.",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5389727.jpg?v=1080370090
147,512,512,104990.0,2017 Suzuki Celerio 1.0 GA for sale in Western Cape,www.cars.co.za/for-sale/used/2017-Suzuki-Celerio-1.0-GA-Western-Cape-Ottery/5240619/,suzuki,suzuki celerio,45000.0,2017.0,silver,western cape,50.0,1.0,p,35.0,m,14.0,155.0,4.7,745.0,110.0,True,True,False,True,True,2.0,False,True,5.0,5.0,835.0,,"
-
","Features Include: air conditioning, anti-lock braking system (ABS), cloth upholstery, daytime driving/running lights, driver airbag, electronicbrake distribution (EBD), front passenger airbag, high-level (3rd) brake light, on-board computer / multi-informationdisplay, power steering",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5240619.jpg?v=955863024
148,513,513,104990.0,2012 Fiat Punto 1.4t Lounge Multi Air for sale in Western Cape,www.cars.co.za/for-sale/used/2012-Fiat-Punto-1.4t-Lounge-Multi-Air-Western-Cape-Bellville/5369325/,fiat,fiat punto,97500.0,2012.0,grey,western cape,99.0,1.4,p,45.0,m,8.5,200.0,5.6,804.0,129.0,True,True,True,True,True,7.0,True,True,5.0,5.0,1170.0,,"
ABS, Air bags, Alarm, Aircon, Electric Windows, Leather seats, Full service record, Radio ","very low kms,like new,very nippy with nice mags",
149,515,515,104995.0,2017 Suzuki Celerio 1.0 GA for sale in Western Cape,www.cars.co.za/for-sale/used/2017-Suzuki-Celerio-1.0-GA-Western-Cape-Ottery/5317167/,suzuki,suzuki celerio,47401.0,2017.0,grey,western cape,50.0,1.0,p,35.0,m,14.0,155.0,4.7,745.0,110.0,True,True,False,True,True,2.0,False,True,5.0,5.0,835.0,,"
Full franchise service history Get your hands on this little city slicker and save huge costs on the ever rising fuel costs and easy maintenance, ideal student car or just an every day commuter. 2 to choose from so hurry up and call or whatsapp Leon or Zaid - ABS, Electronic brakeforce distribution, Air bags 2, Power steering, Seats 5, Spare wheel FULLSIZE, Air conditioner, Fuel UNLEADED, Engine TRANSVERSE INLINE 3, Engine size 998cc, CO2 110g/Km, Power 50kW@6000, Torque 90Nm@3500, DOHC 4 VALVES ","Suzuki Celerio 1.0 GA (January 2015 - current) 

The specs below are based on the closest match to the advertised vehicle and exclude any additional options.

For more information on this vehicle please contact the dealer.




Overview



Engine 



Performance 



Economy 



Safety 



Features 



Aesthetics and Comfort 



Specifications 





Overview


Engine
1.0 Petrol


Doors
5


Transmission
Manual


Fuel Consumption (Average)
4.7l/100km


Date introduced
January 2015




Engine


Power Max
50 Kw


Power Max rpm
6000 r/min


Torque Max
90 Nm


Torque Max rpm
3500 r/min


Engine Size
1.0 l


Cylinders
3 


Fuel Type
Petrol 


Engine Position / Location
Front 


Transmission type
Manual 


Gear ratios quantity
5 


Gearshift
Manual 


Driven Wheels
Front 




Performance


0-100Kph
14.0 s


Top speed
155 Km/h




Economy


Average
4.7 l/100km


Co2
110 g/km


Fuel range
745 Km


Fuel tank capacity
35 l




Safety


ABS
✔


EBD
✔


Driver airbag
✔


Passenger airbag
✔


Airbag quantity
2 




Features


Power steering
✔


Air conditioning
✔


Daytime driving running lights
✔


High level brake light
✔


On board trip computer
✔


Front tyres
165/70 R14 


Rear tyres
165/70 R14 




Aesthetics and Comfort


Cloth upholstery
✔




Specifications


Length
3600 mm


Width excl mirrors / Incl mirrors
1600 mm


Height
1560 mm


Wheelbase
2425 mm


Ground clearance
165 mm


Body shape
Hatch 


Seats quantity
5 


Doors
5 


Kerb weight
835 Kg


Load volume capacity
235-707-1034 l





Disclaimer: Although utmost care is taken in supplying
accurate data and images, Cars.co.za, Duoporta management,
employees or sources may not be held responsible for any
errors, omissions or any loss incurred.",https://img-ik.cars.co.za/carsimages/tr:n-stock_med/5317167.jpg?v=849984028
