,id,price,heading,link,make,model,odometer_km,year,colour,location,doors,fuel_consumption_lpkm,engine_power_max_kW,engine_size_l,engine_fuel_type,engine_fuel_tank_l,engine_transmission,performace_0_to_100_s,performace_speed_max_kmph,economy_fuel_consumption_lpkm,economy_fuel_range_km,economy_CO2_gpkm,safety_ABS,safety_EBD,safety_brake_assist,safety_driver_airbag,safety_passenger_airbag,safety_airbag_quantity,features_bluetooth,features_aircon,specs_doors,specs_seats,specs_kerb_weight,history_num_owners,options,description,img_link
36,36,109900.0,2015 Renault Sandero 900T Dynamique Manual for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2015-Renault-Sandero-900T-Dynamique-Manual-Western-Cape-Milnerton/5435551/"">
Renault Sandero 900T Dynamique Manual </a>",Renault,Renault Sandero,53000.0,2015.0,silver,western cape,,,66.0,0.9,p,50.0,m,,175.0,5.2,962.0,119.0,True,True,True,True,True,4.0,True,True,5.0,5.0,962.0,,,"We are so confident in the quality of this car, we offer a 7-day/700km return policy; Vehicle features include: Warranty: 23 November 2020 or 150 000km / Last Service: 4 April 2019 on 44 823km / Auxiliary / Bluetooth / Smash & Grab / Fog Lights Front & Rear / 15” Alloys // getWorth certified; finance available; nationwide delivery; Trade-ins welcome; price excludes service & delivery fee; please make an appointment to view.",
37,37,109900.0,2018 Datsun Go 1.2 LUX (AB) for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2018-Datsun-Go-1.2-LUX-AB-Western-Cape-Cape-Town/5437663/"">
Datsun Go 1.2 LUX (AB) </a>",Datsun,Datsun Go,15174.0,2018.0,titanium grey,western cape,,,50.0,1.2,p,35.0,m,,161.0,5.2,673.0,123.0,False,False,False,True,False,1.0,False,True,5.0,5.0,788.0,,,"Estimated monthly payment is R 2 250 over 60 months with a 10% deposit of R 10 990
at a rate of 13% (PRIME + 3%) -
Recalculate?",
38,38,109900.0,2013 Ford Fiesta 1.4 Ambiente 5-Door for sale in Western Cape,"<a class=""vehicle-list__vehicle-name vehicle-list__vehicle-name_featured"" href=""/for-sale/used/2013-Ford-Fiesta-1.4-Ambiente-5-Door-Western-Cape-Kuils-River/5447160/"">
Ford Fiesta 1.4 Ambiente 5-Door </a>",Ford,Ford Fiesta,107150.0,2013.0,silver,western cape,,,71.0,1.4,p,42.0,m,,175.0,5.7,737.0,130.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1110.0,,,"At WINGFIELD MOTORS our customers is king!Before delivery, this vehicle will receive a Multi-point quality inspection before being subjected to an AA DEKRA roadworthiness test. We will trade in any vehicle on this transaction and ensure you receive a pleasant buying experience. Finance and Insurance can be arranged from our premises by our highly qualified and experienced staff. You can be assured of great aftersales service, should this be required. This vehicle can be delivered country wide at an agreed cost. Please ask about our optional mechanical breakdown insurance for your new vehicle. We also provide optional service plans to ensure you do not experience sudden servicing costs.Submit an enquiry on this vehicle NOW !!",
39,39,109950.0,2015 Hyundai i10 1.1 Gls for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2015-Hyundai-i10-1.1-Gls-Western-Cape-Vredenburg/5041178/"">
Hyundai i10 1.1 Gls </a>",Hyundai,Hyundai i10,55647.0,2015.0,silver,western cape,,,50.0,1.1,p,35.0,m,,153.0,4.8,729.0,114.0,False,False,False,True,False,1.0,False,True,5.0,5.0,880.0,,,"Estimated monthly payment is R 2 250 over 60 months with a 10% deposit of R 11 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",
40,40,109950.0,2017 Renault Kwid 1.0 Dynamique 5-Door for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2017-Renault-Kwid-1.0-Dynamique-5-Door-Western-Cape-Vredenburg/5041184/"">
Renault Kwid 1.0 Dynamique 5-Door </a>",Renault,Renault Kwid,22140.0,2017.0,silver,western cape,,,50.0,1.0,p,28.0,m,,152.0,4.7,596.0,112.0,False,False,False,True,False,1.0,True,True,5.0,5.0,695.0,,,"Estimated monthly payment is R 2 250 over 60 months with a 10% deposit of R 11 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",
41,41,109950.0,2007 Audi A3 2.0t Fsi Ambition Dsg Low Kms for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2007-Audi-A3-2.0t-Fsi-Ambition-Dsg-Low-Kms-Western-Cape-Milnerton/5190671/"">
Audi A3 2.0t Fsi Ambition Dsg Low Kms </a>",Audi,Audi A3,158900.0,2007.0,silver,western cape,,,147.0,2.0,p,55.0,a,,236.0,7.7,714.0,,True,True,True,True,True,6.0,False,True,3.0,5.0,1370.0,,,"2007 Audi A3 2.0 TFSI Sportback DSG, Low Kms, Silver with Black Leather interior Very neat,Full House of Features including Elecric Windows and Mirrors, Factory Fitted Radio/CD Player, Alarm, Airbags, Climate control, Aircon, ABS BrakesFull Service Just completed, New Tyres.Extended 2 year warranty available with all vehicles purchased from us.We can arrange finance and assist with trade ins too.Please Call Paul on 021-5554752 or 0767584542 to view by appointment only.PLEASE NOTE....All our vehicles are priced to sell and exclude on the road fees.",
42,42,109950.0,2017 Renault Kwid 1.0 Dynamique 5-Door for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2017-Renault-Kwid-1.0-Dynamique-5-Door-Western-Cape-Vredenburg/5218059/"">
Renault Kwid 1.0 Dynamique 5-Door </a>",Renault,Renault Kwid,60089.0,2017.0,silver,western cape,,,50.0,1.0,p,28.0,m,,152.0,4.7,596.0,112.0,False,False,False,True,False,1.0,True,True,5.0,5.0,695.0,,,"Estimated monthly payment is R 2 250 over 60 months with a 10% deposit of R 11 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",
43,43,109950.0,2015 Honda Brio 1.2 Comfort for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2015-Honda-Brio-1.2-Comfort-Western-Cape-Vredenburg/5310421/"">
Honda Brio 1.2 Comfort </a>",Honda,Honda Brio,89900.0,2015.0,silver,western cape,,,65.0,1.2,p,35.0,m,,,5.6,625.0,133.0,True,True,False,True,True,2.0,True,True,5.0,5.0,906.0,,,"Estimated monthly payment is R 2 250 over 60 months with a 10% deposit of R 11 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",
44,44,109950.0,2014 Toyota Etios 1.5 Xs 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2014-Toyota-Etios-1.5-Xs-5dr-Western-Cape-Vredenburg/5310427/"">
Toyota Etios 1.5 Xs 5dr </a>",Toyota,Toyota Etios,125485.0,2014.0,black,western cape,,,66.0,1.5,p,45.0,m,,165.0,6.0,750.0,138.0,True,True,False,True,True,2.0,False,True,5.0,5.0,920.0,,,"Estimated monthly payment is R 2 250 over 60 months with a 10% deposit of R 11 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",
45,45,109950.0,2010 Ford Focus 1.8 Si 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2010-Ford-Focus-1.8-Si-5dr-Western-Cape-George/5312969/"">
Ford Focus 1.8 Si 5dr </a>",Ford,Ford Focus,167631.0,2010.0,silver,western cape,,,92.0,1.8,p,55.0,m,,196.0,7.0,,171.0,True,True,False,True,True,4.0,False,True,5.0,5.0,,,,"Estimated monthly payment is R 2 250 over 60 months with a 10% deposit of R 11 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",
46,46,109950.0,2012 Volkswagen Polo Vivo 1.4 5Dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2012-Volkswagen-Polo-Vivo-1.4-5Dr-Western-Cape-Paarl/5408973/"">
Volkswagen Polo Vivo 1.4 5Dr </a>",Volkswagen,Volkswagen Polo Vivo,117000.0,2012.0,silver,western cape,,,55.0,1.4,p,45.0,m,,171.0,6.2,726.0,147.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1049.0,,,"Estimated monthly payment is R 2 250 over 60 months with a 10% deposit of R 11 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",
47,47,109950.0,2008 Volkswagen Golf 1.6 Trendline Hatch Low Kms for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2008-Volkswagen-Golf-1.6-Trendline-Hatch-Low-Kms-Western-Cape-Milnerton/5420625/"">
Volkswagen Golf 1.6 Trendline Hatch Low Kms </a>",Volkswagen,Volkswagen Golf,137000.0,2008.0,black,western cape,,,75.0,1.6,p,55.0,m,,181.0,9.9,,,True,False,False,True,True,6.0,False,True,5.0,5.0,1209.0,,,"2008 Volkswagen Golf 5 1.6 Trendline Hatch5 speed Manual in Black with Grey Ribbed Cloth interior,Consider This Low Km Well Specked Economical Low Maintenance Hatch, Full Service History Accident Free.Full House of Features, Including, Electric Windows and Mirrors, Factory Radio/CD Unit, Aircon, ABS, Alarm, PDC Rear, Leather Seats, Alarm, Airbags.Extended 2 year warranty available with all vehicles purchased from us.We can arrange finance and assist with trade ins too.Please Call Paul on 021-5554752 or 0767584542 to view by appointment only.PLEASE NOTE....All our vehicles are priced to sell and prices exclude on the road fees",
48,48,109950.0,2009 BMW 1 Series 116i Sport 3dr (e81) for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2009-BMW-1-Series-116i-Sport-3dr-e81-Western-Cape-Plumstead/5451180/"">
BMW 1 Series 116i Sport 3dr (e81) </a>",BMW,BMW 1 Series,132000.0,2009.0,silver ,western cape,,,85.0,1.6,p,53.0,m,,200.0,7.7,688.0,180.0,True,True,False,True,True,6.0,True,True,3.0,5.0,1340.0,,,Low kms,
49,49,109990.0,2006 Volkswagen Golf Gti 2.0t Fsi for sale in Western Cape,"<a class=""vehicle-list__vehicle-name vehicle-list__vehicle-name_featured"" href=""/for-sale/used/2006-Volkswagen-Golf-Gti-2.0t-Fsi-Western-Cape-Athlone/5406605/"">
Volkswagen Golf Gti 2.0t Fsi </a>",Volkswagen,Volkswagen Golf,219000.0,2006.0,grey,western cape,,,147.0,2.0,p,55.0,m,,235.0,8.0,,,True,False,False,True,True,6.0,False,True,5.0,5.0,1364.0,,,"2006 Golf 5 GTI manual Full R32 Body kit Minor TLC Needed Well Looked After,Accident Free Motor VehicleCash Deal.Festive SpecialCall Raeez: 071 111 2451 Naqeeb: 084 566 4229Kay: 072 189 0401",
50,50,109990.0,2008 Toyota Auris 200d Rs for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2008-Toyota-Auris-200d-Rs-Western-Cape-Worcester/5445392/"">
Toyota Auris 200d Rs </a>",Toyota,Toyota Auris,215700.0,2008.0,silver,western cape,,,93.0,2.0,d,55.0,m,,195.0,5.4,,,True,True,True,True,True,7.0,False,True,5.0,5.0,,,,2008 TOYOTA AURIS 200D RSFINANCING AVAILABLE AT ALL MAJOR BANKSCONTACT HENRY ON 0823456671,
51,51,109990.0,2014 Nissan Micra 1.2 Visia+ Insync 5dr (d86v) for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2014-Nissan-Micra-1.2-Visia-Insync-5dr-d86v-Western-Cape-Worcester/5446984/"">
Nissan Micra 1.2 Visia+ Insync 5dr (d86v) </a>",Nissan,Nissan Micra,90000.0,2014.0,silver,western cape,,,56.0,1.2,p,41.0,m,,166.0,5.2,789.0,124.0,True,True,True,True,True,4.0,False,True,5.0,5.0,909.0,,,2014 NISSAN MICRA 1.2 VISIA FINANCING AVAILABLE AT ALL MAJOR BANKSCONTACT HENRY ON 0823456671,
52,52,109995.0,2011 Mazda 2 1.3 Active 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2011-Mazda-2-1.3-Active-5dr-Western-Cape-Cape-Town/3286397/"">
Mazda 2 1.3 Active 5dr </a>",Mazda,Mazda 2,92707.0,2011.0,silver,western cape,,,62.0,1.3,p,43.0,m,,172.0,5.4,796.0,129.0,True,False,False,True,True,2.0,False,True,5.0,5.0,955.0,,,Free Nationwide deliveriesNo Deposit Finance2yr Prestige unlimited kilometer extended warranties available Finance available at all major banks.All trade ins welcome. Contact: Matthew 076 369 6966AUTO KINGCnr Koeberg and Bosmansdam RoadMilnertonOffice 021 5550023WWW.AUTOKING.CO.ZA,
53,53,109995.0,2014 Chevrolet Spark 1.2 Ls 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2014-Chevrolet-Spark-1.2-Ls-5dr-Western-Cape-Goodwood/4521113/"">
Chevrolet Spark 1.2 Ls 5dr </a>",Chevrolet,Chevrolet Spark,43471.0,2014.0,silver,western cape,,,60.0,1.2,p,35.0,m,,164.0,5.4,648.0,129.0,True,True,False,True,True,2.0,True,True,5.0,4.0,970.0,,,"This 2014 Chevrolet Spark 1.2 LS 5DR can be yours for as little as R2250 per month!!!This is the perfect vehicle for city living. Features such as Power steeirng , Electric windows, Aircon, ABS Breaking , PDC sensors, Alloy Rims , Multi functional steering wheel and so much more.Please contact one of our sales consultants to book a test drive or arrange a viewing:Richard Horne 0737308305Armand Scholtz 0718630572Keith Thomas 0765872487Randal Smith 07268542870861288634 or whatsupp Jan on 0725713573 for more information.We accept trade-ins and can arrange finance with all the major banks.A 2 year warranty is available and can be added to the finance for around R180 per month.Please contact one of our sales consultants for a test drive on 0861 288 634 or whatsupp Jan on 0725713573. Warranties available by Warranty Wise, underwritten by Mutual and Federal and administrated by Motorvaps.Visit us at www.bargainauto.co.zaFor finance options www.bargainfinance.co.za Warranties available by Warranty Wise, underwritten by Mutual and Federal and administrated by Motorvaps",
54,54,109995.0,2011 Ford Figo 1.4 Ambiente for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2011-Ford-Figo-1.4-Ambiente-Western-Cape-Goodwood/4797395/"">
Ford Figo 1.4 Ambiente </a>",Ford,Ford Figo,109000.0,2011.0,silver ,western cape,,,62.0,1.4,p,45.0,m,,169.0,6.6,682.0,156.0,True,True,False,True,True,2.0,False,True,5.0,5.0,1070.0,,,"2011 Ford Figo 1.4 Ambiente can be yours for as little as R2350 per month.This is the ideal vehicle for a student or a little run around. Clean, reliable and well cared for vehicle with only 109000km on the clock with a FULL SERVICE HISTORY at the AGENTS! This vehicle is also fitted , airbags, power steering and aircon and so much more .Don't miss out on this one!!'R109 995 (Finance can be arranged)Trade-ins welcome!To book a test drive, please give our sales team a call:Richard Horne 0737308305Armand Scholtz 0718630572Keith Thomas 0765872487Randal Smith 0726854287Izzy 0834802929Please visit our website: www.bargainauto.co.za",
55,55,109995.0,2013 Opel Corsa 1.4 Essentia 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2013-Opel-Corsa-1.4-Essentia-5dr-Western-Cape-Goodwood/4862673/"">
Opel Corsa 1.4 Essentia 5dr </a>",Opel,Opel Corsa,132000.0,2013.0,grey,western cape,,,74.0,1.4,p,45.0,m,,173.0,5.8,776.0,136.0,True,True,True,True,True,2.0,True,True,5.0,5.0,1130.0,,,"Accident free and original, great all round condition. Body is good, interior is neat and clean. Tyres are great with lovely mag wheels.Vehicle has lots of luxury and comfort like 5 speed manual, mult-function steering wheel, electric windows, electric mirrors, power steering, factory fitted radio/cd player, air con, air bags, cloth interior, aux input..LOADS OF VALUE FOR YOUR MONEY.Trade-ins welcome.. * Finance available at all major banks.",
56,56,109995.0,2014 Toyota Etios 1.5 Xs 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2014-Toyota-Etios-1.5-Xs-5dr-Western-Cape-Parow/4937572/"">
Toyota Etios 1.5 Xs 5dr </a>",Toyota,Toyota Etios,142755.0,2014.0,silver,western cape,,,66.0,1.5,p,45.0,m,,165.0,6.0,750.0,138.0,True,True,False,True,True,2.0,False,True,5.0,5.0,920.0,,,"Roadworthy given, Accident Free, Well looked after, Clean Vehicle, Full service history, Trade in Welcome, Finance at all major banks, For best deals or discounts, Please contact: Cape Bakkie Centre on (021) 939 2177",
57,57,109995.0,2012 Toyota Yaris 1.3 Xi 3dr - R10k Makro Voucher!! for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2012-Toyota-Yaris-1.3-Xi-3dr---R10k-Makro-Voucher-Western-Cape-Cape-Town/5001554/"">
Toyota Yaris 1.3 Xi 3dr - R10k Makro Voucher! </a>",Toyota,Toyota Yaris,93000.0,2012.0,grey,western cape,,,73.0,1.3,p,42.0,m,,175.0,5.6,750.0,131.0,True,True,True,True,True,4.0,False,True,3.0,5.0,1065.0,,,"The cutest 3dr on the road!! Full service history. Light on running costs, fantastic fuel economy!! As that you would expect from Toyota. Call Walt, to arrange a demo drive - 082 8028846 / sale1@riversideauto.co.za. Finance through the 4 major banks - ABSA, Wesbank, MFC and Standard Bank. Trade ins welcome - T`s and C`s apply - Makro voucher, applies to a full deal (2 year mechanical warranty, R2995 Doc fee)",
58,58,109995.0,2010 Hyundai i20 I20 1.6 Manual for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2010-Hyundai-i20-I20-1.6-Manual-Western-Cape-Bellville/5140365/"">
Hyundai i20 I20 1.6 Manual </a>",Hyundai,Hyundai i20,125000.0,2010.0,grey,western cape,,,91.0,1.6,p,45.0,m,,190.0,5.9,763.0,140.0,True,True,False,True,True,2.0,False,True,5.0,5.0,1061.0,,,"A/con, P/steering, C/locking, E/windows, E/mirrors, CD, USB, FULL SERVICE RECORD.NICE RELIABLE HATCH BACK.Call Andrew NOW!!! ON 082 357 4616.",
59,59,109995.0,2012 Hyundai i20 1.4 for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2012-Hyundai-i20-1.4-Western-Cape-Cape-Town/5191093/"">
Hyundai i20 1.4 </a>",Hyundai,Hyundai i20,130000.0,2012.0,silver,western cape,,,74.0,1.4,p,45.0,m,,180.0,5.8,776.0,138.0,True,True,False,True,True,2.0,False,True,5.0,5.0,1033.0,,,"Free Nationwide deliveriesNo Deposit Finance2yr Prestige unlimited kilometer extended warranties availableFinance available at all major banks.All trade ins welcome.Contact: Craig 0711184555, Eugene 0793917851 or Brad 0825441666AUTO KINGCnr Koeberg and Bosmansdam RoadMilnertonOffice 021 5550023WWW.AUTOKING.CO.ZA",
60,60,109995.0,2010 Renault Megane Iii 1.6 Dynamique 5dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2010-Renault-Megane-Iii-1.6-Dynamique-5dr-Western-Cape-Goodwood/5193631/"">
Renault Megane Iii 1.6 Dynamique 5dr </a>",Renault,Renault Megane,165000.0,2010.0,silver,western cape,,,,,p,,m,,,,,,False,False,False,False,False,,False,False,,,,,,"Estimated monthly payment is R 2 250 over 60 months with a 10% deposit of R 11 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",
61,61,109995.0,2013 Hyundai i20 1.2 Motion for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2013-Hyundai-i20-1.2-Motion-Western-Cape-Claremont/5278495/"">
Hyundai i20 1.2 Motion </a>",Hyundai,Hyundai i20,156700.0,2013.0,black,western cape,,,64.0,1.2,p,45.0,m,,168.0,5.6,804.0,128.0,True,True,False,True,True,2.0,False,True,5.0,5.0,970.0,,,,
62,62,109995.0,2010 Volkswagen Polo Vivo 1.4 Trendline 5Dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2010-Volkswagen-Polo-Vivo-1.4-Trendline-5Dr-Western-Cape-Cape-Town/5333407/"">
Volkswagen Polo Vivo 1.4 Trendline 5Dr </a>",Volkswagen,Volkswagen Polo Vivo,124000.0,2010.0,silver,western cape,,,63.0,1.4,p,45.0,m,,177.0,6.2,726.0,147.0,True,True,False,True,True,2.0,True,True,5.0,5.0,1061.0,,,"NOVEMBER PROMOTION !!!Every successful finance application.....Win a FREE year mechanical warranty....or R5000,00 back in cash...To qualify simply contact us on our whats-up line 0842386156 orsend us an email wesley@wbtauto.co.za",
63,63,109995.0,2009 Volvo C30 2.0 for sale in Western Cape,"<a class=""vehicle-list__vehicle-name"" href=""/for-sale/used/2009-Volvo-C30-2.0-Western-Cape-Milnerton/5367083/"">
Volvo C30 2.0 </a>",Volvo,Volvo C30,120500.0,2009.0,silver,western cape,,,,,p,,m,,,,,,False,False,False,False,False,,False,False,,,,,,"LOVELY CONDITION, WELL MAINTAINED BY REPUTABLE VOLVO AGENTS. - No deposit Finance Available- Country wide delivery- We welcome trade in's- Extended 2 year mechanical breakdown warranty available- Please contact George Wilson 083 303 0500- Email: george@autohausangel.co.za- Call / Whatsapp To arrange a Test Drive*price does not include on road fee's and delivery costsSaturdays 8:30 - 1.00pm See more vehicles via the link below...",
64,64,109995.0,2013 Volkswagen Polo Vivo 1.6 Gt 3dr for sale in Western Cape,"<a class=""vehicle-list__vehicle-name vehicle-list__vehicle-name_featured"" href=""/for-sale/used/2013-Volkswagen-Polo-Vivo-1.6-Gt-3dr-Western-Cape-Paarl/5367245/"">
Volkswagen Polo Vivo 1.6 Gt 3dr </a>",Volkswagen,Volkswagen Polo Vivo,155000.0,2013.0,silver,western cape,,,77.0,1.6,p,45.0,m,,187.0,6.6,682.0,157.0,True,True,False,True,True,2.0,True,True,3.0,5.0,1089.0,,,"Estimated monthly payment is R 2 250 over 60 months with a 10% deposit of R 11 000
at a rate of 13% (PRIME + 3%) -
Recalculate?",
